match_id,season,match_date_utc,home_team,away_team,home_last5_wins,home_last5_draws,home_last5_losses,away_last5_wins,away_last5_draws,away_last5_losses,home_avg_goals,home_avg_goals_conceded,away_avg_goals,away_avg_goals_conceded,home_avg_goals_last5,home_avg_conceded_last5,away_avg_goals_last5,away_avg_conceded_last5,home_form_points,away_form_points,home_elo,away_elo,elo_diff,home_rank,away_rank,home_win_streak,home_draw_streak,home_loss_streak,home_unbeaten_streak,away_win_streak,away_draw_streak,away_loss_streak,away_unbeaten_streak,h2h_home_wins,h2h_away_wins,h2h_draws,h2h_total,home_home_win_rate,home_home_avg_goals,away_away_win_rate,away_away_avg_goals,home_rest_days,away_rest_days,home_matches_played,away_matches_played,home_goal_diff,away_goal_diff,result
bNMK3GUC,2016,2016-02-21 20:30:00+00:00,Miranda,Lara,2,2,1,2,1,2,1.1477,1.1768,1.3828,1.1221,1.0,0.8,1.0,0.6,8,7,1433.15,1574.27,-141.11,22,8,0,0,1,0,1,0,0,3,1,11,5,17,0.3689,1.2476,0.3113,1.1523,3,3,413,303,-12,79,D
roewMcps,2016,2016-02-21 20:30:00+00:00,Monagas,Estudiantes Caracas,1,0,4,0,2,3,1.1556,1.3673,0.913,1.4348,0.8,1.4,0.6,2.0,3,2,1399.66,1502.56,-102.9,28,12,0,0,1,0,0,0,1,0,0,0,0,0,0.4286,1.3367,0.25,0.5833,3,3,392,23,-83,-12,D
Q9OC5x00,2016,2016-02-21 21:30:00+00:00,Carabobo,Estudiantes M.,1,3,1,2,0,3,1.1024,1.2517,1.1224,1.4739,1.0,1.0,0.8,2.2,6,6,1544.13,1461.8,82.33,11,18,0,0,1,0,1,0,0,1,16,6,9,31,0.3839,1.2009,0.1584,0.9502,4,3,449,441,-67,-155,H
C247RJMJ,2016,2016-02-21 23:30:00+00:00,Zamora,Caracas,4,1,0,2,2,1,1.5653,1.0881,1.623,0.8504,2.0,0.6,0.8,0.8,13,8,1796.67,1690.27,106.4,1,3,0,1,0,5,1,0,0,3,5,10,8,23,0.6136,1.9716,0.4321,1.3745,4,4,352,488,168,377,D
CQnfIFq6,2016,2016-02-27 19:30:00+00:00,Aragua,Zamora,1,2,2,3,2,0,1.1399,1.2513,1.5637,1.0878,1.0,1.2,1.8,0.6,5,11,1574.0,1788.15,-214.15,8,1,0,0,1,0,0,2,0,6,7,7,7,21,0.4241,1.2984,0.3409,1.1591,5,5,386,353,-43,168,D
WS2eGgEI,2016,2016-02-27 21:45:00+00:00,Lara,Carabobo,2,2,1,2,2,1,1.3783,1.1184,1.1044,1.2511,1.0,0.2,1.2,1.0,8,8,1572.38,1552.43,19.95,9,11,0,1,0,4,1,0,0,1,7,7,5,19,0.5197,1.6118,0.1733,1.0044,6,6,304,450,79,-66,H
IN7FLljb,2016,2016-02-28 19:30:00+00:00,JBL Zulia,Portuguesa,2,0,3,0,3,2,1.1429,1.1429,1.0256,1.4821,1.0,1.0,0.8,1.2,6,3,1481.93,1428.7,53.24,15,24,0,0,1,0,0,1,0,1,0,0,0,0,0.6667,2.0,0.1237,0.866,7,8,7,195,0,-89,D
zaIAMUzh,2016,2016-02-28 19:30:00+00:00,Llaneros,Atl. Venezuela,0,4,1,1,2,2,1.1061,1.4508,0.9518,1.4277,0.4,1.0,0.8,1.4,4,5,1485.95,1458.97,26.97,14,19,0,0,1,0,0,2,0,2,2,4,1,7,0.4091,1.3561,0.1951,0.7683,6,6,264,166,-91,-79,A
40qnKyFg,2016,2016-02-28 20:30:00+00:00,Estudiantes Caracas,Miranda,0,3,2,1,3,1,0.875,1.375,1.1449,1.1739,0.6,1.2,0.6,0.6,3,6,1502.43,1435.04,67.39,12,23,0,1,0,1,0,1,0,1,0,0,1,1,0.1818,1.2727,0.2802,1.0483,7,7,24,414,-12,-12,D
CIrQeyjI,2016,2016-02-28 20:30:00+00:00,Estudiantes M.,Dep. Anzoátegui,2,0,3,3,1,1,1.1222,1.4751,1.4671,1.0263,1.0,1.8,1.0,0.6,6,10,1453.51,1577.18,-123.68,20,9,0,0,1,0,2,0,0,2,3,8,8,19,0.3682,1.2955,0.3158,1.0197,6,7,442,304,-156,134,A
MeE6NALo,2016,2016-02-28 20:30:00+00:00,Dep. Táchira,Monagas,3,0,2,1,1,3,1.4919,1.0386,1.1527,1.3639,1.6,1.0,0.8,1.0,9,4,1686.82,1399.8,287.03,4,28,1,0,0,1,0,1,0,1,16,7,9,32,0.6041,1.8735,0.1582,0.9745,7,7,492,393,223,-83,H
I3mjJeUa,2016,2016-02-28 21:30:00+00:00,Mineros,Ureña,0,1,4,2,1,2,1.3442,1.1976,1.0,1.9167,1.0,2.6,1.2,1.2,1,7,1583.33,1467.6,115.73,7,16,0,1,0,1,0,0,1,0,0,1,0,1,0.5469,1.7265,0.1667,1.1667,7,7,491,24,72,-22,H
8hQObRro,2016,2016-02-28 21:45:00+00:00,La Guaira,Zulia,1,3,1,1,2,2,1.1475,1.041,1.2386,1.3409,0.8,0.8,0.8,1.2,6,5,1703.22,1564.34,138.87,2,10,0,1,0,1,1,0,0,1,7,1,5,13,0.4836,1.3033,0.2077,1.0231,8,7,244,264,26,-27,H
QmBNJSKA,2016,2016-03-02 19:30:00+00:00,Atl. Venezuela,Caracas,1,2,2,2,2,1,0.9641,1.4192,1.6217,0.8507,1.0,1.2,0.8,0.8,5,8,1480.57,1698.8,-218.23,14,3,1,0,0,3,0,1,0,4,0,4,5,9,0.3333,1.131,0.4303,1.373,3,9,167,489,-76,377,D
jkodYRZ3,2016,2016-03-02 19:30:00+00:00,JBL Zulia,Estudiantes M.,2,1,2,2,0,3,1.0,1.0,1.1219,1.4763,0.8,0.6,1.0,1.8,7,6,1475.3,1438.59,36.7,15,22,0,1,0,1,0,0,2,0,0,0,0,0,0.5,1.5,0.1577,0.9505,3,2,8,443,0,-157,A
Iymlzl5i,2016,2016-03-02 20:30:00+00:00,Monagas,Mineros,1,1,3,1,1,3,1.1497,1.368,1.3496,1.2012,0.8,1.2,1.6,2.4,4,4,1396.68,1590.5,-193.82,28,7,0,0,1,0,1,0,0,2,8,16,8,32,0.4264,1.3299,0.2398,0.9634,3,2,394,492,-86,73,A
4vARInzH,2016,2016-03-02 21:45:00+00:00,Carabobo,Estudiantes Caracas,2,1,2,0,4,1,1.1064,1.255,0.92,1.4,1.4,1.4,0.8,1.2,7,4,1541.75,1495.27,46.48,11,12,0,0,1,0,0,2,0,2,0,0,1,1,0.3867,1.2044,0.2308,0.5385,4,3,451,25,-67,-12,H
dE6JK854,2016,2016-03-02 23:30:00+00:00,Ureña,Llaneros,1,1,3,0,3,2,1.08,2.0,1.1019,1.4566,1.4,1.8,0.2,1.4,4,3,1460.43,1464.35,-3.91,19,16,0,0,2,0,0,0,2,0,0,1,0,1,0.25,0.8333,0.1288,0.8561,3,3,25,265,-23,-94,D
n3aWH6kN,2016,2016-03-02 23:30:00+00:00,Dep. Anzoátegui,Lara,3,1,1,3,2,0,1.4689,1.0262,1.3836,1.1213,1.0,0.8,1.6,0.4,10,11,1592.09,1583.07,9.03,7,8,3,0,0,3,1,0,0,5,8,5,4,17,0.6579,1.9145,0.3092,1.1447,3,4,305,305,135,80,H
tK35B4Sj,2016,2016-03-03 00:00:00+00:00,Zamora,La Guaira,2,3,0,1,3,1,1.565,1.0904,1.1551,1.0449,1.8,0.8,1.0,1.0,9,6,1783.07,1709.67,73.4,1,2,0,3,0,7,1,0,0,2,11,3,1,15,0.6102,1.9661,0.3033,0.9918,4,3,354,245,168,27,H
dSohZ7Kc,2016,2016-03-03 19:30:00+00:00,Portuguesa,Zulia,0,4,1,1,1,3,1.0204,1.4745,1.2415,1.3472,0.6,0.8,1.0,1.6,4,4,1435.33,1557.89,-122.56,23,10,0,2,0,2,0,0,1,0,1,4,2,7,0.3673,1.1837,0.2061,1.0305,4,3,196,265,-89,-28,A
plIZGQ4T,2016,2016-03-03 21:45:00+00:00,Miranda,Dep. Táchira,1,3,1,3,0,2,1.147,1.1759,1.4949,1.0365,0.8,0.8,1.6,0.8,6,9,1442.2,1689.93,-247.74,22,4,0,2,0,2,2,0,0,2,6,15,8,29,0.3671,1.2415,0.3036,1.1134,4,4,415,493,-12,226,A
Q7w9VPJM,2016,2016-03-05 19:30:00+00:00,Aragua,Atl. Venezuela,1,2,2,1,3,1,1.1421,1.2532,0.9583,1.4107,1.2,1.4,1.0,0.6,5,6,1579.08,1485.82,93.26,8,13,0,1,0,1,0,1,0,4,4,2,5,11,0.4219,1.3021,0.2048,0.7952,7,3,387,168,-43,-76,D
I5EqPNdj,2016,2016-03-05 21:45:00+00:00,La Guaira,Trujillanos,1,2,2,3,1,1,1.1504,1.0488,1.2075,1.1832,0.8,1.2,1.8,1.2,5,10,1701.06,1661.85,39.21,2,5,0,0,1,0,3,0,0,3,4,3,6,13,0.4878,1.3171,0.2035,0.9779,2,13,246,453,25,11,H
O25Zoo43,2016,2016-03-06 19:30:00+00:00,Zulia,Zamora,2,1,2,2,3,0,1.2444,1.3459,1.5662,1.0873,1.2,1.2,1.6,0.6,7,9,1572.85,1791.69,-218.84,8,1,1,0,0,1,1,0,0,8,1,9,5,15,0.4851,1.4478,0.339,1.1638,3,3,266,355,-27,170,H
4E6gv9Kp,2016,2016-03-06 20:30:00+00:00,Estudiantes M.,Portuguesa,2,0,3,0,3,2,1.1239,1.4752,1.0203,1.4772,1.0,1.8,0.8,1.2,6,3,1460.58,1420.37,40.22,17,25,1,0,0,1,0,0,1,0,3,2,4,9,0.3665,1.2941,0.1224,0.8571,4,3,444,197,-156,-90,A
4hk0XokA,2016,2016-03-06 20:30:00+00:00,Estudiantes Caracas,Dep. Anzoátegui,0,3,2,4,0,1,0.8846,1.4615,1.4706,1.0261,0.6,1.6,1.2,0.8,3,12,1485.64,1603.23,-117.59,14,6,0,0,1,0,4,0,0,4,1,0,0,1,0.1667,1.3333,0.3203,1.0261,3,3,26,306,-15,136,A
pC6VnRlc,2016,2016-03-06 20:30:00+00:00,Llaneros,Monagas,0,3,2,1,1,3,1.0977,1.4511,1.1494,1.3722,0.0,1.2,1.0,1.6,3,4,1468.66,1384.9,83.76,15,30,0,1,0,1,0,0,2,0,3,5,2,10,0.406,1.3459,0.1574,0.9695,3,4,266,395,-94,-88,A
nHv5W54G,2016,2016-03-06 21:30:00+00:00,Mineros,Miranda,2,1,2,1,2,2,1.3529,1.2008,1.1442,1.1755,2.0,2.2,0.6,0.8,7,5,1602.28,1432.62,169.66,7,23,2,0,0,3,0,0,1,0,15,8,6,29,0.5488,1.7358,0.2788,1.0529,4,2,493,416,75,-13,H
zsPvQ3sp,2016,2016-03-06 21:30:00+00:00,Lara,JBL Zulia,2,2,1,1,1,3,1.3824,1.1242,1.0,1.1111,1.2,0.8,0.8,1.0,8,4,1571.93,1453.31,118.62,9,18,0,0,1,0,0,0,1,0,0,0,0,0,0.5229,1.6209,0.0,0.5,3,4,306,9,79,-1,H
W8ImOsCd,2016,2016-03-06 21:45:00+00:00,Dep. Táchira,Carabobo,4,0,1,3,0,2,1.4939,1.0344,1.1106,1.2522,1.6,0.4,2.0,1.4,12,9,1699.51,1551.37,148.14,3,11,3,0,0,3,1,0,0,1,16,5,14,35,0.6057,1.878,0.1726,1.0088,3,4,494,452,227,-64,D
YXxDUqZS,2016,2016-03-07 00:00:00+00:00,Caracas,Ureña,2,3,0,1,2,2,1.6184,0.849,1.0385,1.9231,0.6,0.2,1.2,1.4,9,5,1693.55,1456.12,237.44,3,17,0,2,0,5,0,1,0,1,1,0,0,1,0.6571,1.8694,0.1538,1.3077,4,4,490,26,377,-23,H
jHobHZbC,2016,2016-03-09 23:30:00+00:00,Caracas,Trujillanos,2,3,0,3,0,2,1.6191,0.8493,1.2048,1.185,0.8,0.4,1.6,1.4,9,9,1697.57,1651.94,45.63,3,5,1,0,0,6,0,0,1,0,19,8,8,35,0.6585,1.8699,0.2026,0.9736,2,4,491,454,378,9,D
Mc7BqDa2,2016,2016-03-12 19:30:00+00:00,Portuguesa,Zamora,1,2,2,1,3,1,1.0253,1.4747,1.5618,1.0871,0.8,1.0,1.0,0.8,5,6,1442.49,1770.42,-327.93,21,1,1,0,0,1,0,0,1,0,2,9,2,13,0.3636,1.1818,0.3371,1.1573,5,6,198,356,-89,169,A
W8vJwNBq,2016,2016-03-12 21:45:00+00:00,Miranda,Llaneros,0,2,3,0,2,3,1.1439,1.1871,1.0936,1.4494,0.6,2.0,0.0,1.4,2,2,1427.03,1444.91,-17.88,25,20,0,0,2,0,0,0,1,0,7,3,5,15,0.3654,1.2356,0.1278,0.8496,6,6,417,267,-18,-95,H
QR1jr33S,2016,2016-03-13 00:00:00+00:00,Dep. Anzoátegui,Dep. Táchira,5,0,0,3,1,1,1.4756,1.0293,1.4929,1.0343,1.8,0.8,1.4,0.4,15,10,1618.42,1689.7,-71.28,6,4,5,0,0,5,0,1,0,4,7,8,2,17,0.6601,1.915,0.3065,1.1129,6,6,307,495,137,227,D
KUbrpPYF,2016,2016-03-13 19:30:00+00:00,Atl. Venezuela,La Guaira,1,4,0,2,1,2,0.9704,1.4201,1.1538,1.0445,1.4,0.8,1.2,1.2,7,7,1493.9,1710.97,-217.07,12,2,0,2,0,5,1,0,0,1,0,6,3,9,0.3294,1.1176,0.3008,0.9837,8,7,169,247,-76,27,A
z1BFrXE8,2016,2016-03-13 19:30:00+00:00,JBL Zulia,Estudiantes Caracas,1,1,3,0,2,3,1.0,1.2,0.9259,1.5185,1.0,1.2,1.0,2.2,4,2,1446.23,1470.45,-24.22,19,14,0,0,2,0,0,0,2,0,0,0,0,0,0.4,1.4,0.2143,0.5,6,6,10,27,-2,-16,D
tv0vo5J9,2016,2016-03-13 20:00:00+00:00,Ureña,Aragua,1,1,3,1,3,1,1.037,1.9259,1.1469,1.2577,1.4,1.8,1.8,1.8,4,6,1452.1,1571.0,-118.89,17,10,0,0,1,0,0,2,0,2,0,0,1,1,0.2308,0.7692,0.2154,0.9846,6,8,27,388,-24,-43,A
AawNxsRk,2016,2016-03-13 20:30:00+00:00,Estudiantes M.,Lara,2,0,3,3,1,1,1.1236,1.4764,1.3844,1.1238,1.2,1.4,1.6,1.0,6,10,1438.46,1579.01,-140.55,20,10,0,0,1,0,1,0,0,1,4,7,6,17,0.3649,1.2928,0.3072,1.1438,7,6,445,307,-157,80,H
IPtVzLe2,2016,2016-03-13 20:30:00+00:00,Monagas,Caracas,1,1,3,2,3,0,1.149,1.3687,1.6179,0.8496,0.4,1.6,1.0,0.6,4,9,1408.65,1691.23,-282.57,28,3,1,0,0,1,0,1,0,7,2,23,7,32,0.4242,1.3283,0.4286,1.3673,7,3,396,492,-87,378,A
vZsRy1td,2016,2016-03-13 20:30:00+00:00,Trujillanos,Zulia,3,1,1,3,0,2,1.2044,1.1846,1.2434,1.3408,1.6,1.0,1.4,1.2,10,9,1658.28,1594.12,64.16,5,8,0,1,0,1,2,0,0,2,6,2,5,13,0.4758,1.4361,0.2121,1.0379,3,7,455,267,9,-26,H
EibnqqlM,2016,2016-03-14 00:00:00+00:00,Carabobo,Mineros,2,1,2,3,1,1,1.1104,1.2517,1.3623,1.2004,1.8,1.6,3.2,1.8,7,10,1561.19,1607.88,-46.69,10,7,0,1,0,2,3,0,0,4,7,16,12,35,0.3894,1.2124,0.2429,0.9717,7,7,453,494,-64,80,A
UNAJsiUE,2016,2016-03-16 19:30:00+00:00,Estudiantes Caracas,Estudiantes M.,0,3,2,2,0,3,0.9643,1.5357,1.1256,1.4753,1.2,2.0,1.4,1.6,3,6,1473.88,1456.32,17.57,14,17,0,1,0,1,1,0,0,1,0,0,1,1,0.1538,1.3846,0.1614,0.9552,3,2,28,446,-16,-156,H
YVBleAbE,2016,2016-03-16 20:00:00+00:00,Zulia,Atl. Venezuela,3,0,2,1,3,1,1.2425,1.3433,0.9706,1.4235,1.6,1.4,1.6,1.2,9,6,1585.16,1483.09,102.07,9,14,0,0,1,0,0,0,1,0,3,4,2,9,0.4889,1.4444,0.2024,0.8214,2,3,268,170,-27,-77,D
zytKuVbR,2016,2016-03-16 20:00:00+00:00,Aragua,Monagas,2,2,1,1,1,3,1.1491,1.2545,1.1461,1.3753,1.8,1.4,0.4,2.0,8,4,1586.13,1400.37,185.76,8,28,1,0,0,3,0,0,1,0,4,8,8,20,0.4197,1.3109,0.1616,0.9697,3,2,389,397,-41,-91,D
6PJ2X667,2016,2016-03-16 20:30:00+00:00,Llaneros,Carabobo,0,1,4,2,1,2,1.0896,1.4478,1.1079,1.2511,0.0,1.6,1.6,1.2,1,7,1432.62,1542.75,-110.13,23,11,0,0,2,0,0,0,1,0,2,6,5,13,0.403,1.3358,0.1718,1.0088,3,2,268,454,-96,-65,H
W6Rkz9Ml,2016,2016-03-16 21:45:00+00:00,Lara,Portuguesa,2,1,2,1,2,2,1.3831,1.1266,1.0251,1.4774,1.4,1.4,1.0,1.2,7,5,1561.15,1435.71,125.44,10,23,0,0,1,0,0,0,1,0,5,3,1,9,0.526,1.6234,0.1313,0.8687,3,4,308,199,79,-90,D
xpSoyk7r,2016,2016-03-16 23:30:00+00:00,Caracas,Miranda,2,3,0,1,2,2,1.6227,0.8479,1.1435,1.1842,1.6,0.6,0.8,1.8,9,5,1699.52,1439.31,260.2,3,22,1,0,0,8,1,0,0,1,11,12,10,33,0.6559,1.8664,0.2775,1.0526,3,4,493,418,382,-17,H
8E9NtBqL,2016,2016-03-17 00:00:00+00:00,Mineros,Dep. Anzoátegui,4,1,0,4,1,0,1.3616,1.198,1.474,1.0292,3.0,1.2,1.8,1.0,13,13,1626.31,1617.1,9.21,6,7,4,0,0,5,0,1,0,6,8,6,5,19,0.5506,1.753,0.3247,1.039,3,4,495,308,81,137,H
pAVgZSye,2016,2016-03-17 22:30:00+00:00,La Guaira,Ureña,3,1,1,0,1,4,1.1573,1.0444,1.0,1.9286,1.6,1.2,0.8,2.0,10,1,1721.77,1436.97,284.8,2,22,2,0,0,2,0,0,2,0,1,0,0,1,0.4919,1.3226,0.1429,1.2857,4,4,248,28,28,-26,D
Q3TMx2rm,2016,2016-03-19 19:30:00+00:00,Atl. Venezuela,Zamora,1,3,1,2,2,1,0.9708,1.4211,1.563,1.0868,1.6,1.2,1.4,1.0,6,8,1491.48,1777.21,-285.73,13,1,0,1,0,1,1,0,0,1,1,7,1,9,0.3256,1.1163,0.3408,1.162,2,7,171,357,-77,170,D
4E2UeskP,2016,2016-03-20 19:30:00+00:00,Portuguesa,Trujillanos,1,2,2,3,1,1,1.025,1.475,1.2061,1.1842,1.0,1.2,1.8,1.2,5,10,1444.84,1667.23,-222.39,21,5,0,1,0,1,1,0,0,2,4,4,3,11,0.36,1.18,0.2018,0.9737,3,6,200,456,-90,10,A
6Nldi1ct,2016,2016-03-20 19:30:00+00:00,JBL Zulia,Mineros,0,2,3,5,0,0,1.0909,1.2727,1.3669,1.1976,0.8,1.4,3.6,1.2,2,15,1442.8,1637.44,-194.65,21,6,0,1,0,1,5,0,0,6,0,0,0,0,0.3333,1.5,0.246,0.9718,7,3,11,496,-2,84,A
fqLwZJsC,2016,2016-03-20 19:30:00+00:00,Miranda,Aragua,1,1,3,1,3,1,1.1432,1.1862,1.1462,1.2513,1.0,2.2,1.6,1.4,4,6,1435.74,1575.3,-139.56,21,9,0,0,1,0,0,1,0,4,7,5,5,17,0.3684,1.2344,0.2194,0.9898,3,3,419,390,-18,-41,A
ETPIwrTt,2016,2016-03-20 20:00:00+00:00,Ureña,Zulia,0,2,3,2,1,2,1.0,1.8966,1.2416,1.342,1.0,1.8,1.4,1.4,2,7,1449.82,1576.78,-126.96,17,9,0,1,0,1,0,1,0,1,0,1,0,1,0.2143,0.7143,0.2105,1.0376,2,4,29,269,-26,-27,D
29OoXcCO,2016,2016-03-20 20:30:00+00:00,Monagas,La Guaira,1,1,3,3,1,1,1.1432,1.3719,1.1566,1.0442,0.4,2.0,1.6,1.2,4,10,1411.19,1708.92,-297.73,28,2,0,1,0,1,0,1,0,3,3,5,0,8,0.4221,1.3216,0.3065,0.9919,4,2,398,249,-91,28,A
GhMZZaS5,2016,2016-03-20 21:30:00+00:00,Dep. Anzoátegui,Llaneros,3,1,1,1,1,3,1.4725,1.0388,1.0929,1.4424,1.8,1.8,0.4,1.0,10,4,1605.97,1449.09,156.88,7,18,0,0,1,0,1,0,0,1,11,2,2,15,0.6558,1.9091,0.1269,0.8433,3,4,309,269,134,-94,H
l6KsYwcI,2016,2016-03-20 21:30:00+00:00,Estudiantes M.,Dep. Táchira,2,0,3,3,2,0,1.1275,1.4787,1.4919,1.0343,1.6,1.8,1.6,0.4,6,11,1445.53,1691.02,-245.49,19,4,0,0,1,0,0,2,0,5,6,17,10,33,0.3677,1.296,0.3052,1.1124,4,7,447,496,-157,227,A
bHRUztDa,2016,2016-03-20 22:00:00+00:00,Lara,Estudiantes Caracas,2,1,2,1,2,2,1.3819,1.1262,1.0345,1.5517,1.6,1.6,1.8,2.4,7,5,1552.02,1484.67,67.35,10,14,0,1,0,1,1,0,0,2,1,0,0,1,0.5226,1.6194,0.2,0.6,4,4,309,29,79,-15,H
KQSQyMcg,2016,2016-03-21 00:00:00+00:00,Carabobo,Caracas,1,1,3,3,2,0,1.1055,1.2527,1.6235,0.8482,1.2,1.4,1.8,0.6,4,11,1526.28,1703.09,-176.81,11,3,0,0,2,0,2,0,0,9,5,17,13,35,0.3877,1.207,0.4309,1.378,4,4,455,494,-67,383,H
E9wymXm4,2016,2016-03-23 19:30:00+00:00,Portuguesa,Caracas,1,1,3,3,1,1,1.0199,1.4826,1.6202,0.8485,1.0,1.8,1.8,0.8,4,10,1434.25,1683.61,-249.36,21,4,0,0,1,0,0,0,1,0,0,12,1,13,0.3564,1.1683,0.4291,1.3725,3,2,201,495,-93,382,D
2T41CpDp,2016,2016-03-23 23:30:00+00:00,Trujillanos,Aragua,3,1,1,2,3,0,1.2101,1.1816,1.1458,1.2481,1.8,0.8,1.6,1.0,10,9,1677.82,1589.49,88.33,4,8,2,0,0,3,1,0,0,5,12,6,7,25,0.4781,1.4386,0.2234,0.9898,3,3,457,391,13,-40,D
SYKbYni1,2016,2016-03-24 00:00:00+00:00,Dep. Táchira,JBL Zulia,3,2,0,0,2,3,1.497,1.0342,1.0,1.25,2.0,0.6,0.8,1.4,11,2,1700.69,1431.05,269.64,3,22,1,0,0,6,0,0,1,0,0,0,0,0,0.6032,1.8745,0.0,0.6,3,3,497,12,230,-3,H
zPRqoBIG,2016,2016-03-26 20:30:00+00:00,Mineros,Zulia,5,0,0,2,2,1,1.3662,1.1952,1.2407,1.3407,3.0,0.6,1.2,1.0,15,8,1649.19,1575.54,73.65,6,9,6,0,0,7,0,2,0,2,5,6,4,15,0.5524,1.7621,0.209,1.0373,6,6,497,270,85,-27,D
hhSx4vsn,2016,2016-03-27 19:30:00+00:00,Estudiantes Caracas,Dep. Táchira,1,1,3,3,2,0,1.0333,1.6333,1.496,1.0321,1.6,2.8,1.6,0.6,4,11,1475.83,1704.09,-228.26,14,3,0,0,1,0,2,0,0,7,0,1,0,1,0.2143,1.5,0.308,1.124,6,3,30,498,-18,231,A
zHHs3bdh,2016,2016-03-27 20:00:00+00:00,Ureña,Trujillanos,0,3,2,2,2,1,1.0,1.8667,1.2096,1.1812,0.6,1.2,1.4,1.0,3,8,1451.06,1669.91,-218.84,17,5,0,2,0,2,0,1,0,4,0,1,0,1,0.2,0.7333,0.2052,0.9825,7,3,30,458,-26,13,H
veZPpHtO,2016,2016-04-01 13:30:00+00:00,Trujillanos,Atl. Venezuela,2,2,1,0,4,1,1.207,1.1808,0.9767,1.4244,1.4,0.8,1.4,1.6,8,4,1648.64,1499.3,149.34,5,12,0,0,1,0,0,2,0,2,5,1,3,9,0.476,1.4367,0.2,0.8235,4,12,459,172,12,-77,D
rTuHnwCB,2016,2016-04-02 00:00:00+00:00,Dep. Táchira,Lara,3,2,0,2,1,2,1.495,1.0301,1.3903,1.1258,1.6,0.6,1.8,1.4,11,7,1714.44,1560.85,153.59,3,10,3,0,0,8,1,0,0,2,4,4,9,17,0.6048,1.871,0.3052,1.1429,5,12,499,310,232,82,D
hvm4kuSh,2016,2016-04-02 19:30:00+00:00,Aragua,Carabobo,2,3,0,2,1,2,1.1454,1.2474,1.1053,1.25,1.4,0.8,1.0,0.8,9,7,1597.4,1545.76,51.64,8,11,0,1,0,6,1,0,0,1,6,7,12,25,0.4175,1.3041,0.1711,1.0044,9,12,392,456,-40,-66,D
l6tDmJd5,2016,2016-04-02 22:30:00+00:00,La Guaira,Miranda,3,1,1,1,0,4,1.164,1.044,1.1405,1.1857,1.6,1.0,0.6,2.0,10,3,1716.69,1421.55,295.13,2,25,1,0,0,4,0,0,2,0,5,3,5,13,0.488,1.32,0.2762,1.0524,13,13,250,420,30,-19,H
f79Z4KRu,2016,2016-04-03 20:00:00+00:00,Zulia,Monagas,1,3,1,1,1,3,1.2435,1.3432,1.1429,1.3759,1.2,1.2,0.6,2.0,6,4,1582.93,1403.42,179.51,9,28,0,3,0,3,0,0,1,0,3,4,3,10,0.4853,1.4412,0.1608,0.9648,7,13,271,399,-27,-93,D
Eml0jLCn,2016,2016-04-03 20:30:00+00:00,Estudiantes Caracas,Portuguesa,1,1,3,1,2,2,1.0,1.6129,1.0149,1.4752,1.6,2.4,0.8,1.4,4,5,1465.48,1440.74,24.74,16,20,0,0,2,0,0,1,0,1,1,0,0,1,0.2,1.4,0.13,0.87,7,11,31,202,-19,-93,H
MJvLocRH,2016,2016-04-03 20:30:00+00:00,Llaneros,JBL Zulia,1,1,3,0,1,4,1.0926,1.4481,0.9231,1.2308,0.6,1.0,0.8,1.6,4,1,1443.15,1427.64,15.5,19,24,0,0,1,0,0,0,2,0,0,0,0,0,0.4074,1.3407,0.0,0.5,13,10,270,13,-96,-4,H
z3x9lasa,2016,2016-04-03 21:45:00+00:00,Caracas,Dep. Anzoátegui,2,2,1,3,1,1,1.6169,0.8468,1.4774,1.0387,1.4,0.6,2.0,1.8,8,10,1677.13,1611.91,65.22,4,7,0,1,0,1,1,0,0,1,7,7,3,17,0.6573,1.8669,0.3226,1.0387,11,14,496,310,382,136,D
IoYTqydU,2016,2016-04-04 00:00:00+00:00,Zamora,Ureña,2,2,1,1,2,2,1.5642,1.0894,1.0,1.8065,1.6,1.2,0.8,1.2,8,5,1769.39,1472.33,297.06,1,15,0,1,0,2,1,0,0,3,1,0,0,1,0.6124,1.9663,0.1333,1.2667,15,7,358,31,170,-25,H
CMC6cfQT,2016,2016-04-06 19:30:00+00:00,Portuguesa,Atl. Venezuela,0,2,3,0,4,1,1.0099,1.4729,0.9711,1.4162,0.4,1.4,1.4,1.6,2,4,1430.25,1509.15,-78.9,21,12,0,0,1,0,0,3,0,3,1,1,3,5,0.3529,1.1569,0.1977,0.814,2,5,203,173,-94,-77,H
EVbYhEYp,2016,2016-04-06 19:30:00+00:00,JBL Zulia,Caracas,0,1,4,2,2,1,0.8571,1.2143,1.6157,0.8471,0.6,1.4,1.4,0.6,1,8,1416.77,1670.04,-253.27,26,4,0,0,3,0,0,2,0,2,0,0,0,0,0.2857,1.2857,0.4274,1.3669,2,2,14,497,-5,382,H
rsLk1xR4,2016,2016-04-06 21:45:00+00:00,Lara,Mineros,2,2,1,4,1,0,1.3859,1.1222,1.3675,1.1968,1.6,1.0,2.8,0.8,8,13,1570.82,1641.8,-70.97,10,5,0,1,0,3,0,1,0,8,8,4,5,17,0.5256,1.6346,0.249,0.9719,4,11,311,498,82,85,A
